work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,Job Group
2021,SE,FT,Data Scientist,"20 171,00",TR,50,TR,L,Data Scientist
2021,EN,FT,Business Data Analyst,"59 102,00",LU,100,LU,L,Data Analyst
2021,MI,FT,Data Engineer,"112 000,00",US,100,US,L,Data Engineer
2021,EN,FT,Research Scientist,"100 000,00",JE,0,CN,L,Research
2021,MI,PT,Data Engineer,"69 741,00",NL,100,NL,L,Data Engineer
2021,SE,CT,Staff Data Scientist,"105 000,00",US,100,US,M,Data Scientist
2021,MI,FT,Research Scientist,"69 999,00",CZ,50,CZ,L,Research
2021,SE,FT,Data Science Manager,"94 665,00",IN,50,IN,L,Management / Leadership
2021,SE,FT,Head of Data,"102 839,00",SI,100,SI,L,Management / Leadership
2021,MI,FT,Data Scientist,"109 000,00",US,50,US,L,Data Scientist
2021,MI,FT,Machine Learning Engineer,"51 064,00",IT,50,IT,L,Machine Learning / AI
2022,SE,FT,Data Engineer,"135 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"155 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"120 600,00",US,100,US,M,Data Analyst
2022,MI,FT,Data Scientist,"130 000,00",US,0,US,M,Data Scientist
2022,MI,FT,Data Scientist,"90 000,00",US,0,US,M,Data Scientist
2022,MI,FT,Data Engineer,"170 000,00",US,100,US,M,Data Engineer
2022,MI,FT,Data Engineer,"150 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"102 100,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"84 900,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Scientist,"136 620,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Scientist,"99 360,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Scientist,"117 789,00",GB,0,GB,M,Data Scientist
2022,SE,FT,Data Scientist,"104 702,00",GB,0,GB,M,Data Scientist
2022,SE,FT,Data Scientist,"146 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Scientist,"123 000,00",US,100,US,M,Data Scientist
2022,EN,FT,Data Engineer,"52 351,00",GB,100,GB,M,Data Engineer
2022,SE,FT,Data Analyst,"99 000,00",US,0,US,M,Data Analyst
2022,SE,FT,Data Analyst,"116 000,00",US,0,US,M,Data Analyst
2022,MI,FT,Data Analyst,"106 260,00",US,0,US,M,Data Analyst
2022,MI,FT,Data Analyst,"126 500,00",US,0,US,M,Data Analyst
2022,EX,FT,Data Engineer,"242 000,00",US,100,US,M,Data Engineer
2022,EX,FT,Data Engineer,"200 000,00",US,100,US,M,Data Engineer
2022,MI,FT,Data Scientist,"65 438,00",GB,0,GB,M,Data Scientist
2022,MI,FT,Data Scientist,"39 263,00",GB,0,GB,M,Data Scientist
2022,MI,FT,Data Engineer,"78 526,00",GB,0,GB,M,Data Engineer
2022,MI,FT,Data Engineer,"52 351,00",GB,0,GB,M,Data Engineer
2022,SE,FT,Data Scientist,"165 220,00",US,100,US,M,Data Scientist
2022,EN,FT,Data Engineer,"45 807,00",GB,100,GB,M,Data Engineer
2022,SE,FT,Data Scientist,"120 160,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Analyst,"90 320,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"181 940,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Engineer,"132 320,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Engineer,"220 110,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Engineer,"160 080,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Scientist,"180 000,00",US,0,US,L,Data Scientist
2022,SE,FT,Data Scientist,"120 000,00",US,0,US,L,Data Scientist
2022,SE,FT,Data Analyst,"124 190,00",US,100,US,M,Data Analyst
2022,EX,FT,Data Analyst,"130 000,00",US,100,US,M,Data Analyst
2022,EX,FT,Data Analyst,"110 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"170 000,00",US,100,US,M,Data Analyst
2022,MI,FT,Data Analyst,"115 500,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"112 900,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"165 400,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"132 320,00",US,100,US,M,Data Engineer
2022,MI,FT,Data Analyst,"167 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"243 900,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"136 600,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"109 280,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"128 875,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"93 700,00",US,100,US,M,Data Engineer
2022,EX,FT,Head of Data Science,"224 000,00",US,100,US,M,Management / Leadership
2022,EX,FT,Head of Data Science,"167 875,00",US,100,US,M,Management / Leadership
2022,EX,FT,Analytics Engineer,"175 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"156 600,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"108 800,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Scientist,"95 550,00",US,0,US,M,Data Scientist
2022,SE,FT,Data Engineer,"113 000,00",US,0,US,L,Data Engineer
2022,SE,FT,Data Analyst,"135 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Science Manager,"161 342,00",US,100,US,M,Management / Leadership
2022,SE,FT,Data Science Manager,"137 141,00",US,100,US,M,Management / Leadership
2022,SE,FT,Data Scientist,"167 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Engineer,"78 526,00",GB,0,GB,M,Data Engineer
2022,SE,FT,Data Engineer,"65 438,00",GB,0,GB,M,Data Engineer
2022,SE,FT,Data Scientist,"150 000,00",US,0,US,M,Data Scientist
2022,SE,FT,Data Scientist,"211 500,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Architect,"192 400,00",CA,100,CA,M,Data Engineer
2022,SE,FT,Data Architect,"90 700,00",CA,100,CA,M,Data Engineer
2022,SE,FT,Data Analyst,"130 000,00",CA,100,CA,M,Data Analyst
2022,SE,FT,Data Analyst,"61 300,00",CA,100,CA,M,Data Analyst
2022,SE,FT,Data Engineer,"160 000,00",US,0,US,L,Data Engineer
2022,SE,FT,Data Scientist,"138 600,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Engineer,"136 000,00",US,0,US,M,Data Engineer
2022,MI,FT,Data Analyst,"58 000,00",US,0,US,S,Data Analyst
2022,EX,FT,Analytics Engineer,"135 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Scientist,"170 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Machine Learning Engineer,"189 650,00",US,0,US,M,Machine Learning / AI
2022,SE,FT,Machine Learning Engineer,"164 996,00",US,0,US,M,Machine Learning / AI
2022,MI,FT,ETL Developer,"54 957,00",GR,0,GR,M,Data Engineer
2022,EX,FT,Lead Data Engineer,"118 187,00",CA,100,CA,S,Data Engineer
2022,SE,FT,Data Analyst,"132 000,00",US,0,US,M,Data Analyst
2022,SE,FT,Data Architect,"208 775,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Architect,"147 800,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"136 994,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"101 570,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"128 875,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"93 700,00",US,100,US,M,Data Analyst
2022,EX,FT,Head of Machine Learning,"79 039,00",IN,50,IN,L,Management / Leadership
2022,EN,FT,Machine Learning Engineer,"37 300,00",GB,100,GB,L,Machine Learning / AI
2022,SE,FT,Data Analyst,"164 000,00",US,0,US,M,Data Analyst
2022,SE,FT,Data Engineer,"155 000,00",US,100,US,M,Data Engineer
2022,MI,FT,Machine Learning Engineer,"124 333,00",GB,0,GB,M,Machine Learning / AI
2022,MI,FT,Machine Learning Engineer,"98 158,00",GB,0,GB,M,Machine Learning / AI
2022,MI,FT,AI Scientist,"120 000,00",US,0,US,M,Machine Learning / AI
2022,SE,FT,Data Analytics Manager,"145 000,00",US,100,US,M,Management / Leadership
2022,SE,FT,Data Analytics Manager,"105 400,00",US,100,US,M,Management / Leadership
2022,MI,FT,Machine Learning Engineer,"87 932,00",FR,100,DE,M,Machine Learning / AI
2022,MI,FT,Data Engineer,"117 789,00",GB,0,GB,M,Data Engineer
2022,SE,FT,Data Scientist,"215 300,00",US,100,US,L,Data Scientist
2022,SE,FT,Data Scientist,"158 200,00",US,100,US,L,Data Scientist
2022,SE,FT,Data Engineer,"209 100,00",US,100,US,L,Data Engineer
2022,SE,FT,Data Engineer,"154 600,00",US,100,US,L,Data Engineer
2022,SE,FT,Data Analyst,"115 934,00",US,0,US,M,Data Analyst
2022,SE,FT,Data Analyst,"81 666,00",US,0,US,M,Data Analyst
2022,SE,FT,Data Engineer,"175 000,00",US,100,US,M,Data Engineer
2022,MI,FT,Data Engineer,"98 158,00",GB,0,GB,M,Data Engineer
2022,SE,FT,Data Engineer,"183 600,00",US,100,US,L,Data Engineer
2022,MI,FT,Data Analyst,"52 351,00",GB,100,GB,M,Data Analyst
2022,SE,FT,Data Scientist,"180 000,00",US,100,US,M,Data Scientist
2022,MI,FT,Data Scientist,"71 982,00",GB,0,GB,M,Data Scientist
2022,MI,FT,Data Scientist,"45 807,00",GB,0,GB,M,Data Scientist
2022,MI,FT,Data Engineer,"65 949,00",GR,100,GR,M,Data Engineer
2022,MI,FT,Data Engineer,"49 461,00",GR,100,GR,M,Data Engineer
2022,MI,FT,Data Engineer,"78 526,00",GB,100,GB,M,Data Engineer
2022,MI,FT,Data Engineer,"58 894,00",GB,100,GB,M,Data Engineer
2022,SE,FT,Data Scientist,"260 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Science Engineer,"60 000,00",AR,100,MX,L,Data Engineer
2022,MI,FT,Data Engineer,"63 900,00",US,0,US,M,Data Engineer
2022,MI,FT,Machine Learning Scientist,"160 000,00",US,100,US,L,Machine Learning / AI
2022,MI,FT,Machine Learning Scientist,"112 300,00",US,100,US,L,Machine Learning / AI
2022,MI,FT,Data Science Manager,"241 000,00",US,100,US,M,Management / Leadership
2022,MI,FT,Data Science Manager,"159 000,00",US,100,US,M,Management / Leadership
2022,SE,FT,Data Scientist,"180 000,00",US,0,US,M,Data Scientist
2022,SE,FT,Data Scientist,"80 000,00",US,0,US,M,Data Scientist
2022,MI,FT,Data Engineer,"82 900,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Engineer,"100 800,00",US,100,US,L,Data Engineer
2022,MI,FT,Data Engineer,"49 461,00",ES,100,ES,M,Data Engineer
2022,SE,FT,Data Scientist,"140 400,00",US,0,US,L,Data Scientist
2022,MI,FT,Data Analyst,"39 263,00",GB,100,GB,M,Data Analyst
2022,MI,FT,Data Analyst,"43 966,00",ES,100,ES,M,Data Analyst
2022,MI,FT,Data Analyst,"32 974,00",ES,100,ES,M,Data Analyst
2022,MI,FT,Data Engineer,"87 932,00",ES,100,ES,M,Data Engineer
2022,MI,FT,Data Engineer,"76 940,00",ES,100,ES,M,Data Engineer
2022,MI,FT,Data Engineer,"104 702,00",GB,100,GB,M,Data Engineer
2022,MI,FT,Data Engineer,"91 614,00",GB,100,GB,M,Data Engineer
2022,MI,FT,Data Engineer,"65 949,00",ES,100,ES,M,Data Engineer
2022,MI,FT,Data Engineer,"87 932,00",GR,100,GR,M,Data Engineer
2022,MI,FT,Data Analyst,"43 966,00",GR,100,GR,M,Data Analyst
2022,MI,FT,Data Analyst,"32 974,00",GR,100,GR,M,Data Analyst
2022,MI,FT,Data Engineer,"98 158,00",GB,100,GB,M,Data Engineer
2022,SE,FT,Data Scientist,"215 300,00",US,0,US,L,Data Scientist
2022,MI,FT,Data Engineer,"76 940,00",GR,100,GR,M,Data Engineer
2022,SE,FT,Data Engineer,"180 000,00",US,100,US,M,Data Engineer
2022,EN,FT,ML Engineer,"21 983,00",PT,100,PT,L,Machine Learning / AI
2022,SE,FT,Data Engineer,"80 000,00",US,100,US,M,Data Engineer
2022,MI,FT,Machine Learning Developer,"78 791,00",CA,100,CA,M,Machine Learning / AI
2022,EX,FT,Director of Data Science,"196 979,00",CA,50,CA,L,Management / Leadership
2022,MI,FT,Machine Learning Engineer,"120 000,00",US,100,US,S,Machine Learning / AI
2022,EN,FT,Computer Vision Engineer,"125 000,00",US,0,US,M,Machine Learning / AI
2022,MI,FT,NLP Engineer,"37 236,00",US,50,US,L,Machine Learning / AI
2022,SE,FT,Data Engineer,"105 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Lead Machine Learning Engineer,"87 932,00",DE,0,DE,M,Machine Learning / AI
2022,MI,FT,Business Data Analyst,"18 442,00",IN,100,IN,M,Data Analyst
2022,MI,FT,Data Scientist,"31 615,00",IN,100,IN,L,Data Scientist
2022,MI,FT,Machine Learning Infrastructure Engineer,"58 255,00",PT,50,PT,L,Machine Learning / AI
2022,EN,FT,Financial Data Analyst,"100 000,00",US,50,US,L,Data Analyst
2022,MI,PT,Data Engineer,"54 957,00",DE,50,DE,L,Data Engineer
2022,EN,FT,Data Scientist,"18 442,00",IN,100,IN,M,Data Scientist
2022,SE,FT,Principal Data Scientist,"162 674,00",DE,100,DE,M,Data Scientist
2022,EN,FT,Data Engineer,"120 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Research Scientist,"144 000,00",US,50,US,L,Research
2022,SE,FT,Data Scientist,"104 890,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Engineer,"100 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Scientist,"140 000,00",US,100,US,M,Data Scientist
2022,MI,FT,Data Analyst,"135 000,00",US,100,US,M,Data Analyst
2022,MI,FT,Data Analyst,"50 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Scientist,"220 000,00",US,100,US,M,Data Scientist
2022,MI,FT,Data Scientist,"183 228,00",GB,0,GB,M,Data Scientist
2022,MI,FT,Data Scientist,"91 614,00",GB,0,GB,M,Data Scientist
2022,SE,FT,Data Scientist,"185 100,00",US,100,US,M,Data Scientist
2022,SE,FT,Machine Learning Engineer,"220 000,00",US,100,US,M,Machine Learning / AI
2022,MI,FT,Data Scientist,"200 000,00",US,100,US,M,Data Scientist
2022,MI,FT,Data Scientist,"120 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Machine Learning Engineer,"120 000,00",AE,100,AE,S,Machine Learning / AI
2022,SE,FT,Machine Learning Engineer,"65 000,00",AE,100,AE,S,Machine Learning / AI
2022,EX,FT,Data Engineer,"324 000,00",US,100,US,M,Data Engineer
2022,EX,FT,Data Engineer,"216 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"210 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Machine Learning Engineer,"120 000,00",US,100,US,M,Machine Learning / AI
2022,SE,FT,Data Scientist,"230 000,00",US,100,US,M,Data Scientist
2022,EN,PT,Data Scientist,"100 000,00",DZ,50,DZ,M,Data Scientist
2022,MI,FL,Data Scientist,"100 000,00",CA,100,US,M,Data Scientist
2022,EN,CT,Applied Machine Learning Scientist,"31 875,00",TN,100,CZ,M,Machine Learning / AI
2022,SE,FT,Head of Data,"200 000,00",MY,100,US,M,Management / Leadership
2022,MI,FT,Principal Data Analyst,"75 000,00",CA,100,CA,S,Data Analyst
2022,MI,FT,Data Scientist,"35 590,00",PL,100,PL,L,Data Scientist
2022,SE,FT,Machine Learning Developer,"78 791,00",CA,100,CA,M,Machine Learning / AI
2022,SE,FT,Data Scientist,"100 000,00",BR,100,US,M,Data Scientist
2022,MI,FT,Machine Learning Scientist,"153 000,00",US,50,US,M,Machine Learning / AI
2022,EN,FT,Data Engineer,"58 035,00",PK,100,DE,M,Data Engineer
2022,SE,FT,Data Scientist,"165 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Research Scientist,"93 427,00",FR,50,FR,L,Research
2022,EN,FT,Data Scientist,"52 396,00",CA,100,CA,L,Data Scientist
2022,SE,FT,Machine Learning Engineer,"62 651,00",NL,100,NL,L,Machine Learning / AI
2022,MI,FT,Head of Data,"32 974,00",EE,100,EE,S,Management / Leadership
2022,EN,FT,Data Scientist,"40 000,00",JP,100,MY,L,Data Scientist
2022,MI,FT,Machine Learning Engineer,"87 425,00",AU,100,AU,L,Machine Learning / AI
2022,SE,FT,Data Engineer,"115 000,00",US,100,US,M,Data Engineer
2022,EN,FT,Data Scientist,"86 703,00",AU,50,AU,M,Data Scientist
2022,MI,FT,Applied Machine Learning Scientist,"75 000,00",BO,100,US,L,Machine Learning / AI
2022,MI,FT,Research Scientist,"64 849,00",AT,0,AT,L,Research
2022,EN,FT,Research Scientist,"120 000,00",US,100,US,L,Research
2022,MI,FT,Applied Data Scientist,"157 000,00",US,100,US,L,Data Scientist
2022,EN,FT,Computer Vision Software Engineer,"150 000,00",AU,100,AU,S,Machine Learning / AI
2022,MI,FT,Business Data Analyst,"70 912,00",CA,50,CA,L,Data Analyst
2022,EN,FT,Data Engineer,"65 000,00",US,100,US,S,Data Engineer
2022,SE,FT,Machine Learning Engineer,"71 444,00",IE,100,IE,S,Machine Learning / AI
2022,EN,FT,Data Analytics Engineer,"20 000,00",PK,0,PK,M,Data Engineer
2022,MI,FT,Data Scientist,"48 000,00",RU,100,US,S,Data Scientist
2022,SE,FT,Data Science Manager,"152 500,00",US,100,US,M,Management / Leadership
2022,MI,FT,Data Engineer,"68 147,00",FR,100,FR,M,Data Engineer
2022,MI,FT,Data Scientist,"122 346,00",CH,0,CH,L,Data Scientist
2022,SE,FT,Applied Data Scientist,"380 000,00",US,100,US,L,Data Scientist
2022,MI,FT,Data Scientist,"69 336,00",CA,100,CA,M,Data Scientist
2022,EN,FT,Computer Vision Engineer,"10 000,00",PT,100,LU,M,Machine Learning / AI
2022,MI,FT,Data Analyst,"20 000,00",GR,100,GR,S,Data Analyst
2022,SE,FT,Data Analytics Lead,"405 000,00",US,100,US,L,Management / Leadership
2022,MI,FT,Data Scientist,"135 000,00",US,100,US,L,Data Scientist
2022,SE,FT,Applied Data Scientist,"177 000,00",US,100,US,L,Data Scientist
2022,MI,FT,Data Scientist,"78 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Analyst,"100 000,00",US,100,US,M,Data Analyst
2022,MI,FT,Data Analyst,"85 000,00",CA,0,CA,M,Data Analyst
2022,MI,FT,Data Analyst,"75 000,00",CA,0,CA,M,Data Analyst
2022,SE,FT,Machine Learning Engineer,"214 000,00",US,100,US,M,Machine Learning / AI
2022,SE,FT,Machine Learning Engineer,"192 600,00",US,100,US,M,Machine Learning / AI
2022,SE,FT,Data Architect,"266 400,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Architect,"213 120,00",US,100,US,M,Data Engineer
2022,MI,FT,Data Scientist,"141 300,00",US,0,US,M,Data Scientist
2022,MI,FT,Data Scientist,"102 100,00",US,0,US,M,Data Scientist
2022,SE,FT,Data Analyst,"115 934,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"81 666,00",US,100,US,M,Data Analyst
2022,MI,FT,Data Engineer,"206 699,00",US,0,US,M,Data Engineer
2022,MI,FT,Data Engineer,"99 100,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Engineer,"130 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"110 500,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"99 050,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"160 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Scientist,"205 300,00",US,0,US,L,Data Scientist
2022,SE,FT,Data Scientist,"176 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Scientist,"144 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Engineer,"200 100,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"145 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"70 500,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Scientist,"205 300,00",US,0,US,M,Data Scientist
2022,SE,FT,Data Scientist,"140 400,00",US,0,US,M,Data Scientist
2022,SE,FT,Analytics Engineer,"205 300,00",US,0,US,M,Data Engineer
2022,SE,FT,Analytics Engineer,"184 700,00",US,0,US,M,Data Engineer
2022,SE,FT,Data Engineer,"175 100,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"140 250,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"116 150,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"54 000,00",US,0,US,M,Data Engineer
2022,MI,FT,Data Analyst,"65 438,00",GB,0,GB,M,Data Analyst
2022,SE,FT,Data Analyst,"80 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Scientist,"210 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Analyst,"69 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"150 075,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"25 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"126 500,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"106 260,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Engineer,"220 110,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"160 080,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"105 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Analyst,"110 925,00",US,100,US,M,Data Analyst
2022,MI,FT,Data Analyst,"45 807,00",GB,0,GB,M,Data Analyst
2022,SE,FT,Data Analyst,"60 000,00",US,100,US,M,Data Analyst
2022,SE,FT,Data Architect,"192 564,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Architect,"144 854,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Scientist,"150 000,00",US,100,US,M,Data Scientist
2022,SE,FT,Data Analytics Manager,"150 260,00",US,100,US,M,Management / Leadership
2022,SE,FT,Data Analytics Manager,"109 280,00",US,100,US,M,Management / Leadership
2022,MI,FT,Data Scientist,"160 000,00",US,100,US,M,Data Scientist
2022,MI,FT,Data Scientist,"130 000,00",US,100,US,M,Data Scientist
2022,EN,FT,Data Analyst,"67 000,00",CA,0,CA,M,Data Analyst
2022,EN,FT,Data Analyst,"52 000,00",CA,0,CA,M,Data Analyst
2022,SE,FT,Data Engineer,"154 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Engineer,"126 000,00",US,100,US,M,Data Engineer
2022,SE,FT,Data Analyst,"129 000,00",US,0,US,M,Data Analyst
2022,SE,FT,Data Analyst,"150 000,00",US,100,US,M,Data Analyst
2022,MI,FT,AI Scientist,"200 000,00",IN,100,US,L,Machine Learning / AI
